speaker,L1,L1_family,noun_lemma,numeral,numeral_type,dice_coefficient,proportion
Daghestan_59,Itsari Dargwa,East Caucasian,класс,четыре,paucal,5.21783969245816,0.11201465237911361
Daghestan_59,Itsari Dargwa,East Caucasian,класс,четыре,paucal,5.21783969245816,0.11420313751698953
Daghestan_59,Itsari Dargwa,East Caucasian,год,семь,other,9.22440006137166,0.025976379073868433
Daghestan_59,Itsari Dargwa,East Caucasian,год,четыре,paucal,9.22440006137166,0.0452342364657112
Daghestan_59,Itsari Dargwa,East Caucasian,двор,двести деяносто,other,6.26473316532804,0.05253787194137708
Daghestan_59,Itsari Dargwa,East Caucasian,хозяйство,семьсот-шестьсот,other,3.52870367467621,0.09699901872777429
Daghestan_59,Itsari Dargwa,East Caucasian,хозяйство,пятнадцать,other,3.52870367467621,0.09766576510259622
Daghestan_59,Itsari Dargwa,East Caucasian,ученик,двести сорок,other,5.80427265593351,0.058871974961562004
Daghestan_59,Itsari Dargwa,East Caucasian,год,девяносто восемь,other,9.22440006137166,0.025571518239190665
Daghestan_59,Itsari Dargwa,East Caucasian,год,девяносто восемь,other,9.22440006137166,0.0261210997743169
Daghestan_59,Itsari Dargwa,East Caucasian,хозяйство,семь,other,3.52870367467621,0.09719047487746074
Daghestan_59,Itsari Dargwa,East Caucasian,хозяйство,семь,other,3.52870367467621,0.0994459366468574
Daghestan_59,Itsari Dargwa,East Caucasian,овца,пятьсот,other,3.61071086220577,0.09595154172046871
Daghestan_59,Itsari Dargwa,East Caucasian,пчела,сто пятьдесят,other,0.7376631,0.17512184576166695
Daghestan_59,Itsari Dargwa,East Caucasian,человек,сорок шесть,other,7.46541763295133,0.04081488553419834
Daghestan_59,Itsari Dargwa,East Caucasian,час,двадцать четыре,paucal,8.3688888175595,0.054517361520260585
Daghestan_59,Itsari Dargwa,East Caucasian,час,двадцать четыре,paucal,8.3688888175595,0.05505363729527074
Daghestan_13,Archi,East Caucasian,год,три,paucal,9.22440006137166,0.04240130341844822
Daghestan_13,Archi,East Caucasian,год,два,paucal,9.22440006137166,0.042418473125977726
Daghestan_13,Archi,East Caucasian,год,два,paucal,9.22440006137166,0.042507369488014195
Daghestan_13,Archi,East Caucasian,час,четырнадцать-пятнадцать,other,8.3688888175595,0.03149948411291763
Daghestan_13,Archi,East Caucasian,класс,десять,other,5.21783969245816,0.06348322593288144
Daghestan_13,Archi,East Caucasian,класс,десять,other,5.21783969245816,0.06493669250215334
Daghestan_13,Archi,East Caucasian,класс,семь,other,5.21783969245816,0.06528133559864337
Daghestan_13,Archi,East Caucasian,год,четыре,paucal,9.22440006137166,0.04305682123062341
Daghestan_13,Archi,East Caucasian,год,четыре,paucal,9.22440006137166,0.04301959514664418
Daghestan_13,Archi,East Caucasian,класс,семь,other,5.21783969245816,0.06508500869426777
Daghestan_13,Archi,East Caucasian,школа,две,paucal,6.10292652852592,0.09037645548522938
Daghestan_13,Archi,East Caucasian,школа,две,paucal,6.10292652852592,0.08908839066728817
Daghestan_13,Archi,East Caucasian,ребенок,девять,other,6.54367811565494,0.04747952468118009
Daghestan_13,Archi,East Caucasian,год,три,paucal,9.22440006137166,0.04424139625780086
Daghestan_13,Archi,East Caucasian,башенка,две,paucal,0.60154025569445,0.28526457296453617
Daghestan_13,Archi,East Caucasian,километр,тридцать,other,8.67576822984004,0.027983771874696663
Daghestan_13,Archi,East Caucasian,человек,восемьдесят три,paucal,7.46541763295133,0.06498694714312508
Daghestan_13,Archi,East Caucasian,учитель,два,paucal,3.99819136658307,0.1389389398791
Daghestan_13,Archi,East Caucasian,цепочка,десять-пятнадцать,other,1.28266384023124,0.15880923668439903
Daghestan_13,Archi,East Caucasian,ряд,восемь,other,4.66666769707405,0.07477954834565995
Daghestan_13,Archi,East Caucasian,месяц,восемь,other,8.24186141927984,0.031710705702448355
Daghestan_13,Archi,East Caucasian,месяц,четыре,paucal,8.24186141927984,0.053646259889885445
Daghestan_13,Archi,East Caucasian,год,десять,other,9.22440006137166,0.023916906204846697
Daghestan_12,Archi,East Caucasian,комната,две,paucal,6.09634760045513,0.09924911799071116
Daghestan_12,Archi,East Caucasian,раз,два,paucal,7.5404734084621,0.0720889294700943
Daghestan_12,Archi,East Caucasian,год,тридцать восемь,other,9.22440006137166,0.027149152004778687
Daghestan_12,Archi,East Caucasian,случай,два-три,paucal,4.91204375441532,0.12980767974712193
Daghestan_12,Archi,East Caucasian,женщина,пятнадцать,other,6.5910560184446,0.0529671383189084
Daghestan_12,Archi,East Caucasian,мальчик,пятнадцать,other,6.63344100335463,0.051738472757933224
Daghestan_12,Archi,East Caucasian,год,двадцать,other,9.22440006137166,0.028641047681056575
Daghestan_12,Archi,East Caucasian,раз,один-два,paucal,7.5404734084621,0.07153975681463579
Daghestan_12,Archi,East Caucasian,семья,три,paucal,5.6571595861726,0.1097258315891156
Daghestan_12,Archi,East Caucasian,семья,три,paucal,5.6571595861726,0.10992446579948456
Daghestan_12,Archi,East Caucasian,ребенок,три,paucal,6.54367811565494,0.0905826232615796
Daghestan_12,Archi,East Caucasian,женщина,две,paucal,6.5910560184446,0.08885242909295102
Daghestan_12,Archi,East Caucasian,год,шесть,other,9.22440006137166,0.02775599644243762
Daghestan_12,Archi,East Caucasian,бабушка,две,paucal,4.27290734801732,0.15013641667693187
Daghestan_12,Archi,East Caucasian,бабушка,две,paucal,4.27290734801732,0.14883167552298696
Daghestan_12,Archi,East Caucasian,мама,две,paucal,4.68244881430285,0.1365897993327802
Daghestan_18,Tabasaran,East Caucasian,класс,десять,other,5.21783969245816,0.22254921427346047
Daghestan_18,Tabasaran,East Caucasian,девочка,четыре,paucal,6.71291144618978,0.25840460567719303
Daghestan_18,Tabasaran,East Caucasian,мальчик,два,paucal,6.63344100335463,0.26322234551690804
Daghestan_18,Tabasaran,East Caucasian,девочка,три,paucal,6.71291144618978,0.25781824808079695
Daghestan_18,Tabasaran,East Caucasian,сын,два,paucal,6.20954208111774,0.28370428178179247
Daghestan_18,Tabasaran,East Caucasian,ребенок,шесть,other,6.54367811565494,0.1719753684208443
Daghestan_18,Tabasaran,East Caucasian,год,шесть,other,9.22440006137166,0.09685054500009282
Daghestan_18,Tabasaran,East Caucasian,колхоз,пятнадцать,other,3.44447250391221,0.30910236669367935
Daghestan_18,Tabasaran,East Caucasian,колхоз,сорок пять,other,3.44447250391221,0.30928919537506216
Daghestan_18,Tabasaran,East Caucasian,год,шесть,other,9.22440006137166,0.0954498075741887
Daghestan_18,Tabasaran,East Caucasian,брат,два,paucal,5.6202696610064,0.31475288374173677
Daghestan_18,Tabasaran,East Caucasian,человек,тридцать,other,7.46541763295133,0.1398613096406644
Daghestan_18,Tabasaran,East Caucasian,солдат,тридцать,other,5.87872694500735,0.19504390528100293
Daghestan_18,Tabasaran,East Caucasian,год,двадцать,other,9.22440006137166,0.09501462063578112
Daghestan_18,Tabasaran,East Caucasian,год,сто двадцать пять,other,9.22440006137166,0.09562791767685537
Daghestan_18,Tabasaran,East Caucasian,год,сто двадцать семь,other,9.22440006137166,0.0959905486138304
Daghestan_18,Tabasaran,East Caucasian,километр,семь,other,8.67576822984004,0.10813723917282636
Daghestan_18,Tabasaran,East Caucasian,раз,восемь,other,7.5404734084621,0.138705162597343
Daghestan_18,Tabasaran,East Caucasian,раз,два,paucal,7.5404734084621,0.22098631974376232
Daghestan_18,Tabasaran,East Caucasian,брат,два,paucal,5.6202696610064,0.3128366945158295
Daghestan_18,Tabasaran,East Caucasian,год,восемнадцать-двадцать,other,9.22440006137166,0.09537691625596613
Daghestan_16,Lak,East Caucasian,человек,шесть,other,7.46541763295133,0.15795025660319587
Daghestan_16,Lak,East Caucasian,слово,один-два,paucal,5.19948725536907,0.37018808070862236
Daghestan_16,Lak,East Caucasian,девочка,семь,other,6.71291144618978,0.1840816188145265
Daghestan_16,Lak,East Caucasian,день,шесть,other,7.62553093928441,0.15222237859840462
Daghestan_16,Lak,East Caucasian,сутки,шесть,other,7.65847975620419,0.1512262130898591
Daghestan_16,Lak,East Caucasian,брат,три,paucal,5.6202696610064,0.34360935675047055
Daghestan_16,Lak,East Caucasian,год,семьдесят шесть,other,9.22440006137166,0.10799274459020602
Daghestan_16,Lak,East Caucasian,класс,четыре,paucal,5.21783969245816,0.3664853689695104
Daghestan_16,Lak,East Caucasian,класс,четыре,paucal,5.21783969245816,0.36731693619349187
Daghestan_16,Lak,East Caucasian,класс,четыре,paucal,5.21783969245816,0.3666616847922988
Daghestan_16,Lak,East Caucasian,год,семь,other,9.22440006137166,0.10798507507669756
Daghestan_16,Lak,East Caucasian,год,четыре,paucal,9.22440006137166,0.1756838504622549
Daghestan_165,Kumyk,Turkic,тысяча,пятьдесят,other,9.24128882060055,0.02441705828137024
Daghestan_165,Kumyk,Turkic,человек,два,paucal,7.46541763295133,0.06236149395989238
Daghestan_165,Kumyk,Turkic,год,девять,other,9.22440006137166,0.024381720953678798
Daghestan_165,Kumyk,Turkic,год,два,paucal,9.22440006137166,0.04126592507740984
Daghestan_165,Kumyk,Turkic,класс,семь,other,5.21783969245816,0.061221806555015613
Daghestan_165,Kumyk,Turkic,класс,семь,other,5.21783969245816,0.06223381210736641
Daghestan_165,Kumyk,Turkic,грамм,сто,other,4.94987985187667,0.06626851878893315
Daghestan_165,Kumyk,Turkic,рубль,двадцать,other,8.85596830310146,0.025939393798194862
Daghestan_165,Kumyk,Turkic,рубль,двадцать,other,8.85596830310146,0.026622647139827694
Daghestan_165,Kumyk,Turkic,сестра,три,paucal,5.12089363108058,0.10654749954353847
Daghestan_165,Kumyk,Turkic,год,восемьдесят семь,other,9.22440006137166,0.023376036890551812
Daghestan_165,Kumyk,Turkic,год,восемьдесят четыре,paucal,9.22440006137166,0.04100978070503854
Daghestan_165,Kumyk,Turkic,год,три-четыре,paucal,9.22440006137166,0.04169829436551707
Daghestan_165,Kumyk,Turkic,год,пять,other,9.22440006137166,0.023155521774387726
Daghestan_165,Kumyk,Turkic,тысяча,пятнадцать,other,9.24128882060055,0.02391954272935999
Daghestan_160,Kumyk,Turkic,год,восемьдесят восемь,other,9.22440006137166,0.023837433002249747
Daghestan_160,Kumyk,Turkic,год,восемьдесят четыре,paucal,9.22440006137166,0.04041094146035651
Daghestan_160,Kumyk,Turkic,год,двадцать,other,9.22440006137166,0.023199524969307987
Daghestan_160,Kumyk,Turkic,год,три,paucal,9.22440006137166,0.04089850950053694
Daghestan_160,Kumyk,Turkic,год,семьдесят пять,other,9.22440006137166,0.02399531470650212
Daghestan_161,Kumyk,Turkic,класс,десять,other,5.21783969245816,0.06734531137273683
Daghestan_161,Kumyk,Turkic,день,двадцать,other,7.62553093928441,0.037906041783223085
Daghestan_161,Kumyk,Turkic,камень,три,paucal,4.2131330456061,0.13715541154258257
Daghestan_162,Kumyk,Turkic,год,два,paucal,9.22440006137166,0.05941657998689607
Daghestan_161,Kumyk,Turkic,километр,двадцать,other,8.67576822984004,0.029749860646508815
Daghestan_162,Kumyk,Turkic,год,шестнадцать,other,9.22440006137166,0.034846002642806344
Daghestan_162,Kumyk,Turkic,год,восемь,other,9.22440006137166,0.03452734641917428
Daghestan_162,Kumyk,Turkic,день,семь,other,7.62553093928441,0.0508559080722084
Daghestan_162,Kumyk,Turkic,год,сорок три,paucal,9.22440006137166,0.05822400330951207
Daghestan_162,Kumyk,Turkic,год,два,paucal,9.22440006137166,0.059338090004786084
Daghestan_162,Kumyk,Turkic,год,четыре,paucal,9.22440006137166,0.05943406912575882
Daghestan_161,Kumyk,Turkic,брат,три,paucal,5.6202696610064,0.10198681508178135
Daghestan_162,Kumyk,Turkic,месяц,шесть,other,8.24186141927984,0.04293770706344795
Daghestan_162,Kumyk,Turkic,месяц,шесть,other,8.24186141927984,0.04448494180682081
Daghestan_161,Kumyk,Turkic,год,шестьдесят пять,other,9.22440006137166,0.026474036094656726
Daghestan_161,Kumyk,Turkic,бык,два,paucal,3.74490992952228,0.15291974965934438
Daghestan_162,Kumyk,Turkic,год,семнадцать,other,9.22440006137166,0.03400465932083973
Daghestan_162,Kumyk,Turkic,жена,сто,other,5.664697,0.07884067398538978
Daghestan_162,Kumyk,Turkic,жена,десять,other,5.664697,0.07954049232225315
Daghestan_162,Kumyk,Turkic,сестра,две,paucal,5.12089363108058,0.1480401259067651
Daghestan_161,Kumyk,Turkic,человек,пять,other,7.46541763295133,0.03772285513633962
Daghestan_161,Kumyk,Turkic,сестра,две,paucal,5.12089363108058,0.11440839752561424
Daghestan_162,Kumyk,Turkic,девочка,три,paucal,6.71291144618978,0.10429822562470557
Daghestan_162,Kumyk,Turkic,сестра,две,paucal,5.12089363108058,0.14830710922254117
Daghestan_162,Kumyk,Turkic,брат,четыре,paucal,5.6202696610064,0.1339765889764098
Daghestan_161,Kumyk,Turkic,год,два,paucal,9.22440006137166,0.04471999569660617
Daghestan_162,Kumyk,Turkic,год,десять,other,9.22440006137166,0.035198088607413816
Daghestan_160,Kumyk,Turkic,буйвол,два,paucal,0.180995393434824,0.05032380672898268
Daghestan_160,Kumyk,Turkic,буйвол,два,paucal,0.180995393434824,0.31457287861948663
Daghestan_160,Kumyk,Turkic,человек,пять,other,7.46541763295133,0.03636101208024497
Daghestan_160,Kumyk,Turkic,год,два-три,paucal,9.22440006137166,0.04051293636901697
Daghestan_160,Kumyk,Turkic,человек,пять,other,7.46541763295133,0.03674001590108394
Daghestan_160,Kumyk,Turkic,пункт,шесть,other,5.31675365533475,0.0595025396041084
Daghestan_124,Mehweb Dargwa,East Caucasian,человек,двести восемьдесят-триста,other,7.46541763295133,0.022668079458277902
Daghestan_124,Mehweb Dargwa,East Caucasian,двор,восемь,other,6.26473316532804,0.029802620229770902
Daghestan_124,Mehweb Dargwa,East Caucasian,километр,сто,other,8.67576822984004,0.017463083772319206
Daghestan_124,Mehweb Dargwa,East Caucasian,человек,сорок-сорок пять,other,7.46541763295133,0.02213430066150379
Daghestan_124,Mehweb Dargwa,East Caucasian,сестра,три,paucal,5.12089363108058,0.06671242319296954
Daghestan_124,Mehweb Dargwa,East Caucasian,семья,сто,other,5.6571595861726,0.034575346935911654
Daghestan_124,Mehweb Dargwa,East Caucasian,версия,две,paucal,1.46963395333746,0.14787152957371275
Daghestan_124,Mehweb Dargwa,East Caucasian,тысяча,сто семьдесят,other,9.24128882060055,0.01610614342333096
Daghestan_124,Mehweb Dargwa,East Caucasian,аул,три,paucal,0.379988954791757,0.20675226857862627
Daghestan_124,Mehweb Dargwa,East Caucasian,год,четырнадцать,other,9.22440006137166,0.01533114171751861
Daghestan_124,Mehweb Dargwa,East Caucasian,женщина,две,paucal,6.5910560184446,0.047897070663227424
Daghestan_124,Mehweb Dargwa,East Caucasian,женщина,три,paucal,6.5910560184446,0.04792968669648457
Daghestan_124,Mehweb Dargwa,East Caucasian,брак,два,paucal,3.35169775759166,0.10327829466862254
Daghestan_124,Mehweb Dargwa,East Caucasian,женщина,три,paucal,6.5910560184446,0.047610616294792116
Daghestan_124,Mehweb Dargwa,East Caucasian,часть,три,paucal,5.7429035893771,0.05902490175750522
Daghestan_124,Mehweb Dargwa,East Caucasian,ярус,три,paucal,2.16493809050741,0.13709968123594218
Daghestan_124,Mehweb Dargwa,East Caucasian,округ,девять,other,3.18069904761554,0.06328556469674977
Daghestan_124,Mehweb Dargwa,East Caucasian,округ,девять,other,3.18069904761554,0.06204782807057199
Daghestan_124,Mehweb Dargwa,East Caucasian,район,сорок два,paucal,4.61610127929284,0.07767410958666343
Daghestan_124,Mehweb Dargwa,East Caucasian,округ,пять,other,3.18069904761554,0.06620685052808224
Daghestan_124,Mehweb Dargwa,East Caucasian,лицо,три,paucal,5.25624125078554,0.06652255299769988
Daghestan_124,Mehweb Dargwa,East Caucasian,управляющий,три,paucal,0.9393583,0.16148387232037853
Daghestan_124,Mehweb Dargwa,East Caucasian,село,три,paucal,4.6789676025714,0.0744951719924917
Daghestan_124,Mehweb Dargwa,East Caucasian,тысяча,двадцать три-двадцать восемь,other,9.24128882060055,0.014600715311244038
Daghestan_124,Mehweb Dargwa,East Caucasian,учитель,два,paucal,3.99819136658307,0.08758539048228443
Daghestan_124,Mehweb Dargwa,East Caucasian,человек,шесть,other,7.46541763295133,0.022117109302344614
Daghestan_124,Mehweb Dargwa,East Caucasian,человек,пять-шесть,other,7.46541763295133,0.022501520031598318
Daghestan_124,Mehweb Dargwa,East Caucasian,километр,девять,other,8.67576822984004,0.01633480467802111
Daghestan_124,Mehweb Dargwa,East Caucasian,час,два,paucal,8.3688888175595,0.030913600478238004
Daghestan_124,Mehweb Dargwa,East Caucasian,километр,тридцать два,paucal,8.67576822984004,0.029015216390065664
Daghestan_124,Mehweb Dargwa,East Caucasian,километр,шестнадцать,other,8.67576822984004,0.016477738478447638
Daghestan_124,Mehweb Dargwa,East Caucasian,час,два с половиной-три,paucal,8.3688888175595,0.03128490515896525
Daghestan_124,Mehweb Dargwa,East Caucasian,час,шесть,other,8.3688888175595,0.016997101312197473
Daghestan_124,Mehweb Dargwa,East Caucasian,час,два,paucal,8.3688888175595,0.03228756802793252
Daghestan_124,Mehweb Dargwa,East Caucasian,год,пять,other,9.22440006137166,0.014805795770080756
Daghestan_124,Mehweb Dargwa,East Caucasian,год,семьдесят-семьдесят пять,other,9.22440006137166,0.01526638721155721
Daghestan_124,Mehweb Dargwa,East Caucasian,человек,тридцать,other,7.46541763295133,0.023863678083958176
Daghestan_124,Mehweb Dargwa,East Caucasian,год,тридцать,other,9.22440006137166,0.014407507964754507
Daghestan_124,Mehweb Dargwa,East Caucasian,магазин,два,paucal,4.69670379117698,0.07619923089873
Daghestan_124,Mehweb Dargwa,East Caucasian,магазин,три,paucal,4.69670379117698,0.07542149147777381
Daghestan_124,Mehweb Dargwa,East Caucasian,человек,шестьдесят три,paucal,7.46541763295133,0.03952828916006172
Daghestan_124,Mehweb Dargwa,East Caucasian,человек,два,paucal,7.46541763295133,0.03905299169382607
Daghestan_124,Mehweb Dargwa,East Caucasian,человек,два,paucal,7.46541763295133,0.038974219185120396
Daghestan_124,Mehweb Dargwa,East Caucasian,двор,девятнадцать,other,6.26473316532804,0.031070918296293708
Daghestan_124,Mehweb Dargwa,East Caucasian,житель,тридцать,other,5.17154540378143,0.04035373583641027
Daghestan_124,Mehweb Dargwa,East Caucasian,село,два,paucal,4.6789676025714,0.07325253696893208
Daghestan_124,Mehweb Dargwa,East Caucasian,хозяйство,два,paucal,3.52870367467621,0.0985469040394005
Daghestan_120,Mehweb Dargwa,East Caucasian,учитель,четыре,paucal,3.99819136658307,0.2002237002766316
Daghestan_120,Mehweb Dargwa,East Caucasian,год,один-два,paucal,9.22440006137166,0.06371010478303893
Daghestan_120,Mehweb Dargwa,East Caucasian,год,шестьдесят,other,9.22440006137166,0.03693455327370304
Daghestan_120,Mehweb Dargwa,East Caucasian,класс,десять,other,5.21783969245816,0.09492184650126523
Daghestan_120,Mehweb Dargwa,East Caucasian,слово,один-два,paucal,5.19948725536907,0.157634877463478
Daghestan_120,Mehweb Dargwa,East Caucasian,герой,два,paucal,3.8365682226826,0.20714376428355558
Daghestan_120,Mehweb Dargwa,East Caucasian,год,десять,other,9.22440006137166,0.037266634832231506
Daghestan_120,Mehweb Dargwa,East Caucasian,километр,сорок пять,other,8.67576822984004,0.04262730415860225
Daghestan_120,Mehweb Dargwa,East Caucasian,день,два,paucal,7.62553093928441,0.09083866744228647
Daghestan_120,Mehweb Dargwa,East Caucasian,класс,восемь,other,5.21783969245816,0.09475291238051224
Daghestan_120,Mehweb Dargwa,East Caucasian,год,пять,other,9.22440006137166,0.03644843035310686
Daghestan_120,Mehweb Dargwa,East Caucasian,год,пять,other,9.22440006137166,0.03721822630090807
Daghestan_120,Mehweb Dargwa,East Caucasian,человек,шестьдесят-семьдесят,other,7.46541763295133,0.05629917384054417
Daghestan_120,Mehweb Dargwa,East Caucasian,хозяйство,двадцать,other,3.52870367467621,0.13853769938152122
Daghestan_120,Mehweb Dargwa,East Caucasian,год,пять,other,9.22440006137166,0.036476107876576284
Daghestan_120,Mehweb Dargwa,East Caucasian,год,двадцать,other,9.22440006137166,0.03728381315428358
Daghestan_120,Mehweb Dargwa,East Caucasian,год,шестьдесят пять,other,9.22440006137166,0.03775501349801449
Daghestan_120,Mehweb Dargwa,East Caucasian,класс,один-два,paucal,5.21783969245816,0.15452515122491806
Daghestan_120,Mehweb Dargwa,East Caucasian,год,двадцать,other,9.22440006137166,0.03731002098708428
Daghestan_120,Mehweb Dargwa,East Caucasian,дочка,две,paucal,4.55610174886624,0.1783424342797207
Daghestan_120,Mehweb Dargwa,East Caucasian,день,десять-двадцать,other,7.62553093928441,0.05387746019872576
Daghestan_120,Mehweb Dargwa,East Caucasian,год,сорок,other,9.22440006137166,0.037024487439991254
Daghestan_122,Mehweb Dargwa,East Caucasian,класс,десять,other,5.21783969245816,0.12071373985716238
Daghestan_122,Mehweb Dargwa,East Caucasian,мельница,три,paucal,2.99079028899338,0.2937262471543356
Daghestan_122,Mehweb Dargwa,East Caucasian,класс,четыре,paucal,5.21783969245816,0.19038278292525804
Daghestan_122,Mehweb Dargwa,East Caucasian,километр,пять-шесть,other,8.67576822984004,0.0532373256195395
Daghestan_122,Mehweb Dargwa,East Caucasian,месяц,пять,other,8.24186141927984,0.06037033645404917
Daghestan_122,Mehweb Dargwa,East Caucasian,селение,три,paucal,3.80706057915161,0.2529341999179934
Daghestan_122,Mehweb Dargwa,East Caucasian,месяц,три,paucal,8.24186141927984,0.09939529570672356
Daghestan_122,Mehweb Dargwa,East Caucasian,ребенок,"семьдесят две, два",paucal,6.54367811565494,0.147023534056847
Daghestan_125,Avar,East Caucasian,день,два-три,paucal,7.62553093928441,0.07506362333914177
Daghestan_125,Avar,East Caucasian,час,одиннадцать,other,8.3688888175595,0.036080080634532205
Daghestan_125,Avar,East Caucasian,час,два-три,paucal,8.3688888175595,0.0629873535100435
Daghestan_125,Avar,East Caucasian,хозяйство,семьдесят пять,other,3.52870367467621,0.11438508674967711
Daghestan_125,Avar,East Caucasian,человек,двести,other,7.46541763295133,0.04468208644666391
Daghestan_125,Avar,East Caucasian,класс,четыре,paucal,5.21783969245816,0.1283547791101956
Daghestan_125,Avar,East Caucasian,класс,десять,other,5.21783969245816,0.07733697857027728
Daghestan_125,Avar,East Caucasian,год,десять,other,9.22440006137166,0.029819370843020245
Daghestan_125,Avar,East Caucasian,километр,семь,other,8.67576822984004,0.03486966671855148
Daghestan_125,Avar,East Caucasian,человек,шесть,other,7.46541763295133,0.04598007678734677
Daghestan_125,Avar,East Caucasian,месяц,два-три,paucal,8.24186141927984,0.0648311408252716
Daghestan_125,Avar,East Caucasian,месяц,два-три,paucal,8.24186141927984,0.06548925801010987
Daghestan_125,Avar,East Caucasian,хозяйство,сто двадцать-сто тридцать,other,3.52870367467621,0.11308299862091993
Daghestan_125,Avar,East Caucasian,год,девяносто два,paucal,9.22440006137166,0.050682626862643895
Daghestan_125,Avar,East Caucasian,год,девяносто два,paucal,9.22440006137166,0.051396703831561814
Daghestan_125,Avar,East Caucasian,год,семьдесят восемь,other,9.22440006137166,0.029431909733976604
