speaker,n_vowels,duration,speech_tempo
ea1976,8,2.035999999999831,3.9292730844796977
ea1976,10,2.512000000000171,3.980891719744952
ea1976,12,2.237999999999829,5.361930294906576
ea1976,9,2.0830000000000837,4.320691310609524
ea1976,7,2.6760000000001583,2.6158445440955105
ea1976,14,4.043999999999869,3.4619188921860666
ea1976,9,3.244999999999891,2.7734976887520193
ea1976,19,3.4600000000000364,5.491329479768728
ea1976,1,1.2539999999999054,0.7974481658692787
ea1976,9,3.687000000000353,2.4410089503659176
ea1976,25,5.241999999999734,4.7691720717285895
ea1976,23,4.923999999999978,4.670999187652336
ea1976,5,1.9840000000003783,2.5201612903221
ea1976,4,1.686999999999898,2.371072910492141
ea1976,10,2.8040000000000873,3.566333808844397
ea1976,24,5.807999999999993,4.132231404958683
ea1976,25,5.143999999999778,4.860031104199277
ea1976,8,1.7829999999999018,4.486819966349097
ea1976,18,2.882999999999811,6.2434963579608675
ea1976,5,2.173000000000229,2.3009664058902315
ea1976,6,3.757000000000062,1.597018898056934
ea1976,1,1.175000000000182,0.8510638297871023
ea1976,6,2.7029999999999745,2.2197558268590663
ea1976,22,4.391999999999825,5.009107468124061
ea1976,12,3.025000000000091,3.9669421487602112
ea1976,9,2.2260000000001128,4.043126684635914
ea1976,17,4.123000000000047,4.123211253941258
ea1976,23,5.050999999999931,4.553553751732393
ea1976,6,1.4699999999998,4.08163265306178
ea1976,13,2.3170000000000073,5.610703495899853
ea1976,10,1.755999999999858,5.694760820046019
ea1976,17,4.141000000000076,4.105288577638176
ea1976,11,1.77599999999984,6.193693693694252
ea1976,8,2.244999999999891,3.563474387528013
ea1976,3,1.9500000000002728,1.5384615384613232
ea1976,8,2.0229999999996835,3.9545229856654727
ea1976,15,3.9720000000002074,3.7764350453170232
ea1976,9,1.469000000000051,6.12661674608556
ea1976,14,2.755999999999858,5.079825834543077
ea1976,4,1.231000000000222,3.2493907392358072
ea1976,13,2.6119999999996253,4.977029096478509
ea1976,10,5.554000000000087,1.8005041411594964
ea1976,9,2.5459999999998217,3.5349567949727536
ea1976,28,5.1340000000000146,5.45383716400466
ea1976,20,5.016000000000076,3.9872408293460317
ea1976,7,1.9259999999999309,3.6344755970925497
ea1976,6,2.31899999999996,2.5873221216041844
ea1976,5,1.486000000000331,3.3647375504703136
ea1976,13,3.1529999999997926,4.123057405645688
ea1976,11,2.4760000000001128,4.442649434571687
ea1976,20,3.80600000000004,5.254860746190171
ea1976,16,4.427000000000135,3.6141856787891378
ea1976,7,1.2279999999996107,5.70032573290083
ea1976,19,4.539000000000215,4.185944040537366
ea1976,6,1.9200000000000728,3.1249999999998814
ea1976,18,3.971000000000003,4.532863258625028
ea1976,17,5.054999999999836,3.3630069238378932
ea1976,1,1.2339999999999236,0.8103727714749286
ea1976,7,1.9239999999999784,3.638253638253679
ea1976,6,2.1710000000002765,2.7637033625054057
ea1976,14,2.699999999999818,5.185185185185534
ea1976,11,3.053999999999633,3.60183366077319
ea1976,22,4.516000000000076,4.871567759078748
ea1976,4,1.619000000000142,2.470660901791012
ea1976,10,3.1700000000000728,3.154574132492041
ea1976,11,4.639000000000124,2.3712006898037736
ea1976,19,4.005999999999858,4.742885671492929
ea1976,17,4.550999999999931,3.7354427598330604
ea1976,6,1.6720000000000257,3.588516746411428
ea1976,11,2.7710000000001855,3.969686033922506
ea1976,19,4.270999999999731,4.44860688363409
ea1976,20,4.88799999999992,4.091653027823307
ea1976,13,2.8700000000003456,4.529616724738131
ea1976,7,1.2159999999998945,5.75657894736892
ea1976,8,2.286999999999807,3.4980323567995955
ea1976,2,1.8589999999999236,1.0758472296934278
ea1976,23,4.927000000000135,4.668155063933301
ea1976,13,2.824000000000069,4.60339943342765
ea1976,8,2.536000000000058,3.154574132492041
ea1976,3,2.2229999999999563,1.3495276653171655
ea1976,18,3.3099999999999454,5.438066465256887
ea1976,25,4.942999999999756,5.057657293142066
ea1976,26,6.528999999999996,3.9822331137999716
ea1976,15,2.8520000000003165,5.259467040672628
ea1976,24,6.178999999999633,3.8841236446029175
ea1976,10,2.256000000000313,4.432624113474563
ea1976,27,5.822999999999865,4.6367851622875875
ea1976,13,2.3530000000000655,5.524861878452885
ea1976,17,3.1469999999999345,5.401970130282922
ea1976,9,1.8949999999999816,4.749340369393186
ea1976,14,2.7959999999998217,5.007153075822923
ea1976,3,1.20699999999988,2.4855012427508685
ea1976,10,3.186999999999898,3.137747097584035
ea1976,9,2.463999999999942,3.6525974025974888
ea1976,12,2.928999999999633,4.096961420280472
ea1976,18,3.738000000000284,4.815409309790966
ea1976,22,6.362999999999829,3.4574886060035506
ea1976,6,1.8589999999999236,3.227541689080283
ea1976,26,5.052000000000135,5.14647664291356
ea1976,22,4.4340000000001965,4.961659900766582
ea1976,4,1.6340000000000146,2.447980416156649
ea1976,12,2.419999999999618,4.958677685951196
ea1976,13,2.9210000000002765,4.450530640191294
ea1976,4,1.264999999999873,3.1620553359686974
ea1976,8,1.686999999999898,4.742145820984282
ea1976,5,1.5690000000004147,3.1867431485013884
ea1976,10,2.518999999999778,3.969829297340564
ea1976,24,4.791999999999916,5.0083472454091025
ea1976,26,5.206000000000131,4.994237418363301
ea1976,1,0.8340000000002874,1.199040767385678
ea1976,30,5.817999999999756,5.1564111378482735
ea1976,7,1.155999999999949,6.055363321799574
ea1976,3,1.3859999999999673,2.1645021645022156
ea1976,12,4.052999999999884,2.9607698001481237
ea1976,1,1.4190000000003238,0.7047216349540323
ea1976,23,3.63799999999992,6.322155030236533
ea1976,14,3.0029999999997017,4.662004662005125
ea1976,21,5.1550000000002,4.0737148399610446
ea1976,6,2.688000000000102,2.2321428571427724
ea1976,12,2.951999999999771,4.06504065040682
ea1976,5,1.56899999999996,3.186743148502312
ea1976,9,2.085999999999786,4.314477468840328
ea1976,6,2.443000000000211,2.4559967253374873
ea1976,10,2.7199999999998,3.6764705882355644
ea1976,26,5.054999999999836,5.143422354105013
ea1976,8,2.0520000000001346,3.8986354775825904
ea1976,14,2.4540000000001783,5.70497147514221
ea1976,13,1.8469999999997528,7.038440714673384
ea1976,17,4.48700000000008,3.7887229774904605
ea1976,13,2.9099999999998545,4.467353951890257
ea1976,8,1.938000000000102,4.127966976263973
ea1976,8,1.4880000000002838,5.37634408602048
ea1976,15,3.4160000000001673,4.391100702575898
ea1976,29,5.4229999999997744,5.347593582887923
ea1976,1,2.068000000000211,0.48355899419724274
ea1976,13,4.485000000000127,2.898550724637599
ea1976,15,3.1909999999998035,4.700720777186125
ea1976,6,2.4200000000000728,2.479338842975132
ea1976,10,1.53899999999976,6.497725795972424
ea1976,27,6.33600000000024,4.261363636363475
ea1976,14,4.331000000000131,3.23250981297612
ea1976,23,5.8409999999998945,3.9376819037836697
ea1976,11,2.786999999999807,3.9468963042700973
ea1976,6,1.83600000000024,3.267973856208723
ea1976,22,5.2719999999999345,4.172989377845272
ea1976,18,3.2219999999997526,5.586592178771379
ea1976,14,2.463999999999942,5.681818181818316
ea1976,5,1.3010000000003856,3.843197540352435
ea1976,19,4.235999999999876,4.485363550519489
ea1976,7,1.7869999999998072,3.917179630666343
ea1976,19,3.213000000000193,5.913476501711441
ea1976,16,3.244000000000142,4.932182490751942
ea1976,8,2.5549999999998363,3.1311154598827837
ea1976,9,2.1030000000000655,4.279600570613276
ea1976,11,3.8400000000001455,2.8645833333332247
ea1976,27,5.351999999999862,5.0448430493274845
ea1976,8,1.6599999999998545,4.819277108434157
ea1976,17,3.5670000000000073,4.7659097280627885
ea1976,14,2.6900000000000546,5.204460966542645
ea1976,24,3.0419999999999163,7.88954635108503
ea1976,22,3.361000000000331,6.545670931269811
ea1976,12,2.1529999999997926,5.573618207153347
ea1976,12,1.7170000000000982,6.9889341875360005
ea1976,9,1.6369999999997162,5.497861942578839
ea1976,5,1.8170000000000073,2.751788662630699
ea1976,18,3.9079999999999018,4.605936540430003
ea1976,11,3.074999999999818,3.5772357723579353
ea1976,21,4.438000000000102,4.731861198738062
ea1976,6,2.186000000000149,2.7447392497710843
ea1976,15,5.44399999999996,2.755326965466589
ea1976,23,5.15099999999984,4.465152397592839
ea1976,18,2.5270000000000437,7.1230708349820695
ea1976,6,2.244999999999891,2.6726057906460094
ea1976,4,2.5910000000003492,1.5438054805092478
ea1976,17,3.519999999999982,4.82954545454548
ea1976,1,1.1340000000000146,0.8818342151675372
ea1976,13,2.418999999999869,5.374121537825839
ea1976,4,2.4030000000002474,1.6645859342486842
ea1976,14,2.911999999999807,4.807692307692626
ea1976,14,3.1709999999998217,4.415011037527842
ea1976,7,2.062000000000353,3.3947623666337545
ea1976,11,1.5670000000000073,7.019783024888289
ea1976,11,2.0589999999997417,5.34239922292442
ea1976,12,2.206000000000131,5.439709882139296
ea1976,14,3.324000000000069,4.2117930204571925
ea1976,14,3.043999999999869,4.59921156373213
ea1976,12,4.5590000000001965,2.6321561745995794
ea1976,10,3.9769999999998618,2.514458134272152
ea1976,1,0.7280000000000655,1.3736263736262502
ea1976,4,1.0659999999998035,3.7523452157605415
ea1976,15,5.016999999999825,2.9898345624876463
ea1976,10,3.856999999999971,2.592688618096986
ea1976,6,1.6669999999999163,3.5992801439713866
ea1976,10,1.887000000000171,5.2994170641224665
ea1976,7,2.9890000000000327,2.341920374707234
ea1976,3,1.1759999999999309,2.5510204081634154
ea1976,5,1.56899999999996,3.186743148502312
